product_id,ds,y,total_revenue,total_profit,avg_price_discount,rolling_4wk_avg,Forecasted_Demand,lead_time_days,current_stock_level,sigma_d,avg_daily_demand,safety_stock,reorder_point,mae,mape,period,is_forecast,total_quantity_sold,Inventory_Status
1,2023-01-02 00:00:00,5.0,667.2,318.15,133.44,5.0,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-01-09 00:00:00,1.0,133.44,63.63,,3.0,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-01-16 00:00:00,12.0,1601.28,763.56,133.44,6.0,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-01-23 00:00:00,5.0,667.2,318.15,133.44,5.75,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-01-30 00:00:00,2.0,266.88,127.26,,5.0,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-02-06 00:00:00,8.0,1067.52,509.04,,6.75,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-02-13 00:00:00,6.0,800.64,381.78,,5.25,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-02-20 00:00:00,22.0,2935.6800000000003,1399.86,133.44,9.5,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-02-27 00:00:00,9.0,1200.96,572.67,133.44,11.25,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
1,2023-03-06 00:00:00,3.0,400.32,190.89,,10.0,,8,3096,1.8517544947953304,1.1047619047619048,8.615774095184904,17.453869333280142,4.0754906166465465,87.33307080769976,history,0,,Healthy
